person_id,institution,program,location
4820,Art Institutes International Minnesota,BS in Interactive Media Design,"Minneapolis, MN"
4822,University of Texas at Arlington,Bachelor of Arts in Website Design,"Arlington, TX"
4822,Oklahoma State University,undeclared,
4823,Montgomery College,Web Design & Development,"Rockville, MD"
4823,Marymount University,Bachelor of Business Administration,"Arlington, VA"
4825,Columbus State Community College,Associates,"Columbus, OH"
4826,Richland College,Computer Science,"Dallas, TX"
4826,Normandale Community College,Associates in Arts,"Bloomington, MN"
4827,MT. San Antonio College,General Studies,"Walnut, CA"
4827,Moorpark College,General Studies,"Moorpark, CA"
4827,Stanford University,Javascript Class,"Palo Alto, CA"
4828,Pontifical Catholic University,Bachelor in Design visual communication,"Rio de Janeiro, BR"
4828,Pontifical Catholic University,Master in paused,"Rio de Janeiro, BR"
4829,Harold Washington College,Multimedia Design,
4830,Inst. of Fine Arts,Master of Art in Art History,
4830,Univ. of Texas Austin,Bachelor's in History,"Austin, TX"
4831,Technische Universität Berlin,M.S. in Physics,"Berlin, DE"
4832,Vyatka State Technical University,Master's in Computer Science,
4833,University of Massachusetts - Boston,Master of Science in Computer Science,"Boston, MA"
4833,Rajiv Gandhi Technical University,Bachelor of Engineering in Information Technology,Not Provided
4835,"BMCC, New York, New York",Bachelor of Science in Information Technology,"New York, New York"
4836,Florida Career Institute,"Certification in Design, Management & Marketing","Lakeland, FL"
4837,"Jawaharlal Nehru Technological University - Anantapur, Andhra Pradesh",Bachelor of Engineering in Electronics and Communication,"Anantapur, Andhra Pradesh"
4839,SUTTONS BAY HIGH SCHOOL,,
4839,NORTHWESTERN MICHIGAN COLLEGE,ASSOCIATES IN CIT-DEVELOPMENT in design,"NORTHWESTERN, MICHIGAN, US"
4840,Tehran,BA in Software engineer,Tehran
4841,Grant MacEwan College,Visual Communications Program,"Edmonton, AB"
4842,,Master's,
4843,Louisiana State University,Bachelors of Science in Nursing,
4844,DePaul University,MS in Informations Systems: UI/UX & Project Management,"Chicago, IL"
4844,DePaul University,BS in E-Commerce Technology,"Chicago, IL"
4845,Tehran University,Bachelor of Computer Science in Computer Science,
4846,Kansas City Art Institute,Multimedia,Kansas City
4846,Kansas State University,Park Resource Management,Kansas City
4847,Morgan County High School,High School Diploma,"Madison, GA"
4848,Virginia International University,Masters in Information Systems,
4848,"Jawaharlal Nehru Technological University - Hyderabad, Andhra Pradesh",Bachelors of Technology in Electronics and Communications Engineering,"Hyderabad, Andhra Pradesh"
4849,Wake Tech Community College,Business,"Raleigh, NC"
4849,Allegany College of Maryland,Business,"Cumberland, MD"
4849,Conservatory of Recording Arts & Sciences,Music,"Tempe, AZ"
4850,Northern Michigan University,Bachelor of Science in Network Computing / Economics,"Marquette, MI"
4851,New York University,BS in Computer Science and Economics,"New York, NY"
4852,University of California - Los Angeles,Certificate in Full Stack Web Development,CA
4852,Islamic Azad University,Msc in Economics,
4852,Islamic Azad University,Bsc in Economics Science Theory,
4853,Arcadia University,Computer Science,
4853,FootHill College,,
4854,Magadh University,B.S.,"Gaya, Bihar"
4854,San Jose City College,Certificate in computers,"San Jose, CA"
4855,Indiana State University,Masters in Computer Science,"Terre Haute, IN"
4855,JNTU,,India
4856,Mordovian state university,Master's in Applied mathematics,Saransk
4857,"Temple University, Tyler School of Art",Bachelor's in Fine Art in Painting and Drawing,"Philadelphia, PA"
4858,Colorado State University,Masters in Technical Communication Management,"Denver, CO"
4859,Fairleigh Dickinson University,Masters in Computer Science,
4861,SUNY Alfred State,Bachelors of Technology in Web Development,"Alfred, NY"
4862,Northern Illinois University,Bachelor of Fine Arts in Fine Arts,"DeKalb, IL"
4863,Sacramento State University,BS in Graphic Design,"Sacramento, CA"
4863,San Joaquin Delta College,AA in Business Administration,"Stockton, CA"
4864,National Military University,Bachelor Degree in Computer Engineering,
4864,Obuda University,,Hungary
4865,La Salle University,Bachelor of Arts in Communications,"Philadelphia, PA"
4866,Philadelphia University,M.S. in Digital Design in Digital Design,"Philadelphia, PA"
4867,Some college,,
4868,Fullerton College,AA,
4869,Schoolcraft College,Web Design and Web Animation,"Livonia, MI"
4869,V. R. Patel College of Commerce,B.Com in Accounts,"Mehsana, India"
4869,DataCare System,"Graphics Design, Pre-press Operation","Ahmedabad, India"
4870,UNIVERSITY OF KANSAS,B.A. in Architecture,"Lawrence, KS"
4871,George Mason University,BS in Information Technology,"Fairfax, VA"
4872,Ponchatoula High School,,"Ponchatoula, LA"
4873,School of the Art Institute of Chicago,Certificate,"Chicago, IL"
4873,York College,B.S in Information Systems Management,"New York, NY"
4874,,,"Flagstaff, AZ"
4875,Boston College,M.A.,
4876,Pacific Union College,BS in Graphic Design,"Scottsdale, AZ"
4877,Grodnenski Dzjarauny Universitet imja Janki Kupaly,Master's in Mathematics and Computer Science,
4878,Monroe College,Bachelor's in Computer Information Systems,"New Rochelle, NY"
4879,Art Institute of Charlotte,Associate of Applied Science in Multimedia and Web Design,"Charlotte, NC"
4880,Wayne State University,Bachelor's in Information Systems,"Detroit, MI"
4881,Montgomery High School,,"San Diego, CA"
4881,Southwestern College,,"San Diego, CA"
4882,"University of Washington - Seattle, WA",Bachelor of Science in Industrial Engineering,"Seattle, WA"
4885,Kishwaukee College,design,"Malta, IL"
4885,Illinois Valley Community College,,"Oglesby, IL"
4886,University of South Dakota,Master of Science in Computer Science,"Vermillion, SD"
4886,Beijing Union University,Bachelor of Science in Computer Science,
4887,BS in Computer Science,Computer Science,
4888,New York Institute of Technology,MA in Communication Arts,"Old Westbury, NY"
4888,SUNY Geneseo,BS in Accounting,"Geneseo, NY"
4889,Broward County Community College,Internet Services Technology,
4889,Broward County Community College,GRAPHIC DESIGN PRODUCTION,
4890,West Coast University and American College in US,,
4891,Northern Michigan University,"BS in Art and Design, Minor in Computer Science","Marquette, MI"
4892,University of the South Pacific,Bachelor's Degree in Computer Science,Fiji
4892,Yat Sen Secondary School,,"Suva, FJ"
4893,University of Tennessee Knoxville,Bachelor of Fine Arts in Graphic Design,"Jackson, TN"
4893,Union University,Bachelor of Science in Digital Media Studies,"Jackson, TN"
4894,"University of California - Santa Barbara, CA",Bachelor's in Business Economics History of Art,"Santa Barbara, CA"
4895,Bellevue University,BS in Computer Science,"Bellevue, NE"
4895,The Creative Institute,AA in Marketing and Design,"Omaha, NE"
4896,The Chubb Institute,ASSOCIATE OF DIGITAL TECHNOLOGY in DIGITAL TECHNOLOGY,"Parsippany, NJ"
4897,Quinsigamond Community College,Web Design and Development,
4897,Camden County College,College Prep in Activities and Societies,
4897,South High School,,
4898,Berkley Computer Institute,Certificate,"Cynwyd, PA, US"
4898,Art Institute of Philadelphia,Associates in Illustration and Design,"Philadelphia, PA"
4899,University of California - Los Angeles,B.A. in Psychology,"Los Angeles, CA"
4900,NOVA SOUTHEASTERN UNIVERSITY,MS in Computer Science,"Davie, FL"
4900,PRATT INSTITUTE,,"New York, NY"
4901,University of Washington-Seattle Campus,"Bachelor's in Communications, New Media Studies","Seattle, WA"
4902,St. John's University,Master of Science in Computer Science,
4903,Valencia Community College,"Electronics and Robotics, Programming of Industrial Robots","Orlando, FL"
4903,Broward Community College,"Electronics and Robotics, Programming of Industrial Robots","Fort Lauderdale, FL"
4904,New York Institute of Technology,Master of Science in Computer Science and Engineering,"Manhattan, NY"
4904,Anna University,Bachelor of Science in Computer Science and Engineering,"Chennai, Tamil Nadu"
4905,Southern University at Baton Rouge,Master of Science in Computer Science,
4906,Columbia College,Bachelor of Arts in Interactive Media,"Chicago, IL"
4907,Baruch College,,New York
4907,New York University,M.S. in Physics,
4907,Technical University of Berlin,Physics,"Berlin, DE"
4907,Technical University of Berlin,,"Berlin, DE"
4907,Goethe Institute,German and English,"Berlin, DE"
4908,Pace University,M.S. in Software Development and Engineering,
4908,Jilin University,B.S. in Computer Science and Technology,
4910,Oklahoma State University,Bachelor's in Accounting,"Stillwater, OK"
4911,University of Texas at Dallas,Bachelors of Science in Computer Science,"Richardson, TX"
4911,Collin College,Associates of Science in Computer Science,"Collin County, TX"
4912,Greenfield Community College,BS in Mathematics,"Greenfield, MA"
4912,University of Massachusetts,Mathematics,"Amherst, MA"
4913,DePaul University,Bachelor's in Management Information Systems,"Chicago, IL"
4914,American University of Science and Technology,Bachelor of Science in Information and Communication Technology,"Beirut, LB"
4915,"Gujarat Technological University, Ahmedabad, India",Bachelors of Engineering in Information and Communication Technology,382424
4916,MIAMI DADE COLLEGE,Associate of Science degree in Computer Science,"Miami, FL"
4916,BERKLEE COLLEGE OF MUSIC,Bachelor of Music degree in Music Education,"Boston, MA"
4917,Vassar College,BA in Cognitive Science in Computer Science,May 2012
4918,U of U Pro-Ed in Full Stack Web Development,Full Stack Web Development,"Salt Lake City, UT"
4918,Brigham Young University,Bachelors of Art in Art,
4918,Salt Lake Community College,Associates of Science,
4918,Hunter High School,Diploma,"West Valley City, UT"
4919,Kutztown University of Pennsylvania,M.S. in Computer Science,"Kutztown, PA"
4919,Kutztown University of Pennsylvania,B.S. in Computer Science,"Kutztown, PA"
4919,Northampton Community College,A.S. in Computer Science,"Bethlehem, PA"
4920,North Lake College,,"Irving, TX"
4921,Southern Methodist University,Bachelor's in Economics with Financial Applications,"Dallas, TX"
4921,New York University,License in Real Estate,"New York, NY"
4921,Chaminade High School,High School Diploma,"Mineola, NY"
4922,ITT Technical Institute,Associate in Business Management,"Mobile, AL"
4922,ITT Technical Institute,Associate in Computer Science,"Mobile, AL"
4923,UP Technical University,Masters in COMPUTER APPLICATIONS,"Lucknow, Uttar Pradesh"
4924,New York University,M.S. in Computer Engineering,"New York, NY"
4924,Tianjin University,B.S. in Electrical Engineering,"Tianjin, CN"
4925,Georgia State University,Bachelor's in Applied Linguistics,"Atlanta, GA"
4925,Thinkful,Full Stack Web Development,"Atlanta, GA"
4926,Bachelor's of science,,
4926,Masters in computer applications,,
4927,CALIFORNIA STATE UNIVERSITY,Bachelor of Arts in English,"Long Beach, CA"
4928,University of Southern California,BS in Computer Science,"Los Angeles, CA"
4929,California State University,Master's in Computer Science,
4929,Gujarat Technological University,B.E in Computer Engineering,
4930,Westwood College,,"Venice, CA"
4931,The University of Georgia,Bachelor's in Journalism,"Athens, GA"
4932,"Louisiana State University, College of Art",,Baton Rouge
4933,RefactorU,"Associate in Web Development, Social Marketing, Entrepreneurialship","Boulder, CO"
4933,Nicholls State University,Bachelor's in Mass Communications,"Thibodaux, LA"
4933,Chattahoochee Technical College,Associate in General Studies,"Marietta, GA"
4934,Wake Technical Community College,Associates degree in Computer Science,"Raleigh, NC"
4935,Stevens Institute of Technology,BS in Computer Science,"Hoboken, NJ"
4936,,,
4937,Polytechnic Institute of Tajik Technical University,Bachelor's in Computer Science,"Khujand, Sughd"
4938,Lane Community College,"Associate of Science in Computer Science, Mathematics","Eugene, OR"
4938,Willamette High School,High School Diploma,
4939,High school or equivalent,,
4940,California State Polytechnic University - Pomona,Bachelor of Science in Business Administration in Management and Human Resources,"Pomona, CA"
4941,Minot State University,Bachelor of Science in Computer Science,"Minot, ND"
4942,University of North Texas,B.A. in Spanish,"Denton, TX"
4943,Snow College,ASSOCIATE OF SCIENCE,
4943,Juab High School,HIGH SCHOOL DIPLOMA,
4944,University of Maryland-College Park,Digital Experience Design & Technology (in progress),"College Park, MD"
4945,Champlain College,Bachelor's in Software Development,"Burlington, VT"
4945,Vermont Technical College,Associates in Mechanical Engineering Technology,"Randolph, VT"
4946,Diablo Valley College,Certificate of achievement,"San Francisco Bay Area, CA"
4947,Brandeis International Business School,Master's in Data Analytics,"Waltham, MA"
4947,Copenhagen Business School,Master's in MBA Exchange,Copenhagen
4947,Maharshi Dayanand University,Bachelor's in Computer Science,"Gurgaon, Haryana"
